item_id,campaign_name,platform,placement,objective,funnel_stage,target_region,audience_type,primary_text,caption,headline,description,CTA,creative_prompt,landing_page,compliance_status,risk_level,review_notes,human_approval,landing_page_checked,approval_status,human_approved,can_publish_automatically,dry_run,issue_category,issue_found,severity,explanation,recommended_fix,final_status,can_export_to_approved_ads_sheet,human_review_required
sample-community-awareness-fb-ad-01,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-02,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-03,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-04,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-05,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-06,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-07,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-08,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-09,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-fb-ad-10,Sample Community Awareness,Facebook,Feed,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event for People interested in beginner-friendly wellness, social activities, and community events. Example Brand shares a friendly and professional way to learn more about Join next community session.",,Example Brand | Weekly wellness community event,"A clear, reviewable draft for people interested in learning more.",Learn More,"Facebook feed ad for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-01,Sample Community Awareness,Instagram,Reel,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram reel for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-02,Sample Community Awareness,Instagram,Carousel,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram carousel for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-03,Sample Community Awareness,Instagram,Static post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram static post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-04,Sample Community Awareness,Instagram,Story,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram story for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-05,Sample Community Awareness,Instagram,Educational post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram educational post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-06,Sample Community Awareness,Instagram,Reel,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram reel for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-07,Sample Community Awareness,Instagram,Carousel,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram carousel for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-08,Sample Community Awareness,Instagram,Static post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram static post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-09,Sample Community Awareness,Instagram,Story,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram story for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-ig-caption-10,Sample Community Awareness,Instagram,Educational post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"A beginner-friendly look at Weekly wellness community event

Example Brand is sharing a practical, clear starting point for People interested in beginner-friendly wellness, social activities, and community events.

Learn More.",Example Brand | Weekly wellness community event,A mobile-friendly caption draft for human review.,Learn More,"Instagram educational post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-calendar-01-facebook,Sample Community Awareness,Facebook,Facebook post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event through a education angle. Keep the message useful, transparent, and aligned with Example Brand.","Explore Weekly wellness community event through a education angle. Keep the message useful, transparent, and aligned with Example Brand.",Education | Example Brand,14-day calendar idea for Facebook.,Learn More,"Facebook post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-calendar-01-instagram,Sample Community Awareness,Instagram,Carousel,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events",,"Explore Weekly wellness community event through a education angle. Keep the message useful, transparent, and aligned with Example Brand.",Education | Example Brand,14-day calendar idea for Instagram.,Learn More,"Carousel for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
sample-community-awareness-calendar-02-facebook,Sample Community Awareness,Facebook,Facebook post,Awareness,Awareness,Malaysia,"People interested in beginner-friendly wellness, social activities, and community events","Explore Weekly wellness community event through a community angle. Keep the message useful, transparent, and aligned with Example Brand.","Explore Weekly wellness community event through a community angle. Keep the message useful, transparent, and aligned with Example Brand.",Community | Example Brand,14-day calendar idea for Facebook.,Learn More,"Facebook post for Example Brand: show Weekly wellness community event in a clear, authentic, non-exaggerated style with a friendly and professional tone. Avoid staged endorsements, fabricated reviews, transformation comparisons, and pressure-based urgency.",https://example.com,APPROVED_DRAFT,LOW,"No local pre-check issue was detected, but human review is still required.",NO,NO,NEEDS_HUMAN_APPROVAL,false,false,true,No blocking issue found,None,LOW,"No local pre-check issue was detected, but human review is still required.","Human reviewer should confirm landing page, claims, CTA, and final suitability.",APPROVED_DRAFT,false,true
